Amount,Date,Manufacturer,Material,Recycled %,SOURCE,Subcontractor,Supplier,Unit
79,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Enfield Safety ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Lords ,Miles
18.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Selkent Fastenings ,Miles
172.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Precon Products ,Miles
131.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,onsite support ,Miles
80,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Enfield Safety ,Miles
7.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Precon Products ,Miles
41.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Orbital Fastenters ,Miles
41.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,UK System Scaffold ,Miles
50.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Already Hire ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
25.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Keyline Drainage ,Miles
104,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Scott Parnells ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
25.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Lynch ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovans Waste ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Resapol ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
10.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,South London Timber ,Miles
29,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Charles Wilson ,Miles
40.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Clancy Group ,Miles
21.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Structual Waterproofing ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
3.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Hall Feuls ,Miles
82.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,hy-ten reinforcement ,Miles
12,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Ashworth ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
25.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
254,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Hydra Capsule ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
119.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Thames Reinforcement ,Miles
31,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,ES Safe Force ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
18.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
52.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,A1 Fixing Tools ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovan Waste Disposal ,Miles
18.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,H Sivyer ,Miles
4.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Hall Feuls ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
17.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
52.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,ESS Safe Force ,Miles
216,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Lockinex ,Miles
12,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
10.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,South London Timber ,Miles
27.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Structrual Water proof ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
3.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Halls Feul ,Miles
57.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Mick O Brien Plant ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,AGP Steel ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,ODonovan (Waste Disposal) ,Miles
62.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Thorn Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovan (Waste Disposal) ,Miles
2.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Lockinex ,Miles
1004,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovan waste Disposal ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
80.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Direct Chemicals Ltd ,Miles
27.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Halls Fuels ,Miles
4.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,SOUTH LONDON TIMBER ,Miles
43.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,O Shea Plant Hire ,Miles
4.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,DONOVANS ,Miles
4.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,DONOVANS ,Miles
18.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,DONOVANS ,Miles
7.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Precon Products ,Miles
17.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Selkent ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovan Waste ,Miles
7.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,King Lifting ,Miles
33.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Anchor Bay ,Miles
524,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Colin Willis ,Miles
25.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Skelent Fastenings ,Miles
15.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
14,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
104,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Scott Parnells ,Miles
27.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,UK System Scaffold ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovan Waste ,Miles
80,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Enfield Safety ,Miles
21.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Enfield Safety ,Miles
41.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Orbital Fastners ,Miles
113.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Askey Tranport ,Miles
79.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Enfield Safety ,Miles
27.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Cara Stationary ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
25.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,The Water Company ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovan Waste ,Miles
316,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Askey Transport ,Miles
7.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Precon Products ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,South London Timber ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O Donovans Waste ,Miles
1002,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Tarmac ,Miles
602,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Lifting Gear UK ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Waste),NA,Transport,J COFFEY CONSTRUCTION ,O DOnovans Waste ,Miles
25.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J COFFEY ,Miles
21.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Lifting Gear UK ,Miles
18.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Construction Solutions ,Miles
62.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Thorn Plant ,Miles
7.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,PRECON ,Miles
316,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,doka ,Miles
25.6,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,L Lynch Plant Hire ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,South London Timber ,Miles
131.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Onsite Support ,Miles
19,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Selkent ,Miles
12.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,South London Timber ,Miles
113.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Askey Transport ,Miles
27.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Construction Solutions ,Miles
113.2,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Anskey Transport ,Miles
3.8,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,Halls Feul ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
12.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,J. Coffey Plant ,Miles
43.4,NA,NA,(CO2 Class) // (Waste/Materials)(Rigid (>3.5-7.5t) - Laden: 50 Percent ) // (Materials),NA,Transport,J COFFEY CONSTRUCTION ,O Shea Plant Hire ,Miles
